Symbol	chrom	start	end	entrez_id
LOC102723649	chr6	137673460	137674554	102723649
LOC102723661	chr1	95937901	96022880	102723661
LOC102723692	chr16	17134504	17138736	102723692
LOC102723701	chr8	37734761	37737426	102723701
LOC102723729	chr8	41534155	41578368	102723729
CT45A8	chrX	135811981	135871812	102723737
LINC01500	chr14	58828234	59017328	102723742
LINC02362	chr4	184365183	184382306	102723766
LINC01315	chr22	42364400	42369236	102723775
LINC02497	chr4	31171144	31211675	102723778
LOC102723809	chr14	64514154	64540368	102723809
LINC01248	chr2	5618327	5691118	102723818
LOC102723824	chr2	42143238	42170301	102723824
LINC02506	chr4	31997397	32155406	102723828
LOC102723831	chr6	151088103	151228447	102723831
LOC102723833	chr1	216072465	216086917	102723833
LOC102723838	chr11	102467255	102498801	102723838
LINC02224	chr5	44495618	44510282	102723839
LINC01819	chr2	43027853	43039547	102723854
LINC01065	chr13	53146539	53151808	102723875
LOC102723883	chr6	68055351	68060502	102723883
LOC102723885	chr7	88216660	88219226	102723885
LINC02552	chr11	104445868	104609321	102723895
LOC102723968	chr13	63828840	63844125	102723968
LINC01626	chr6	71450834	71458874	102724000
LOC102724009	chr17	5019214	5020093	102724009
LOC102724020	chr12	10015240	10030606	102724020
LOC102724050	chr12	54353661	54497688	102724050
LINC02529	chr6	159383531	159396443	102724053
LOC102724058	chr2	165957399	166171547	102724058
LINC01038	chr13	79804418	79805685	102724076
LINC01389	chr1	47380928	47408477	102724077
LOC102724084	chr16	80155053	80563135	102724084
LOC102724094	chr7	101014320	101017608	102724094
LOC102724096	chr6	4186624	4188109	102724096
TTC39A-AS1	chr1	51329654	51335324	102724097
ZNF528-AS1	chr19	52389019	52397766	102724105
LOC102724153	chr14	75574888	75579588	102724153
LOC102724163	chr16	83789967	83806127	102724163
PABPC5-AS1	chrX	91414878	91434999	102724167
LINC01674	chr21	13546033	13558461	102724188
LINC02289	chr14	77069180	77076344	102724190
TBX18-AS1	chr6	84687712	84709578	102724201
LINC01117	chr2	176637710	176655958	102724224
C3orf86	chr3	44421130	44424007	102724231
TTC39C-AS1	chr18	23994213	24015339	102724246
LOC102724264	chr10	43777562	43778825	102724264
LOC102724265	chr11	69425690	69429621	102724265
LINC01835	chr19	15851993	15864904	102724279
LOC102724297	chr3	46364955	46407059	102724297
LOC102724301	chr11	119729583	119739623	102724301
LINC01770	chr1	1430539	1434573	102724312
SVIL-AS1	chr10	29409402	29487745	102724316
LINC01628	chr2	66921510	66922457	102724321
NEURL1-AS1	chr10	103479603	103517393	102724341
LINC02188	chr16	86722091	86741059	102724344
LOC102724357	chr6	169067818	169069424	102724357
HOMER3-AS1	chr19	18940322	18946831	102724360
LINC02585	chr3	48663776	48669174	102724368
LINC01393	chr7	115078958	115126314	102724386
LOC102724421	chr12	67035508	67096406	102724421
LOC102724434	chr7	116275606	116286734	102724434
LOC102724450	chr1	6204840	6205780	102724450
LOC102724467	chr16	87773488	87779374	102724467
GAGE10	chrX	49303669	49319844	102724473
LOC102724484	chr7	29199540	29208970	102724484
THCAT158	chr17	47303460	47323613	102724508
LOC102724511	chr6	170162517	170163027	102724511
LINC01291	chr2	74918148	74938418	102724515
LOC102724532	chr17	47891255	47895812	102724532
LINC01714	chr1	8202429	8215210	102724539
LINC02015	chr3	177816865	177899224	102724550
RERE-AS1	chr1	8424645	8434838	102724552
LOC102724555	chr7	123614161	123624957	102724555
LNCTAM34A	chr1	9182004	9196284	102724571
LOC102724589	chr10	114994657	114996593	102724589
U2AF1L5	chr21	6484661	43107587	102724594
LOC102724596	chr17	49361165	49476988	102724596
LOC102724601	chr1	174115300	174160004	102724601
LOC102724604	chr3	181421058	181442486	102724604
LOC102724612	chr8	63465849	63475482	102724612
LOC102724623	chr8	63687179	64368558	102724623
LINC01919	chr18	53568447	53597851	102724651
CRYAA2	chr21	6561284	43172805	102724652
LOC102724659	chr1	11777077	11779619	102724659
LINC01645	chr1	177351586	177366272	102724661
PPFIA2-AS1	chr12	81270675	81312422	102724663
LINC01423	chr21	38323635	38333421	102724678
LOC102724691	chr2	104936241	105038496	102724691
LINC02043	chr3	186810880	186825521	102724699
LOC102724710	chr8	92565443	92655494	102724710
LOC102724719	chr10	51062579	51068553	102724719
LINC01594	chr2	108167748	108217841	102724774
LOC102724776	chr4	155173716	155381694	102724776
LOC102724784	chr11	8768778	8810231	102724784
LOC102724804	chr8	96371865	96387438	102724804
LOC102724814	chr14	23561097	23568073	102724814
LANCL1-AS1	chr2	210324759	210469246	102724820
ZNF337-AS1	chr20	25624045	25678074	102724826
MIATNB	chr22	26672767	26780207	102724827
LOC102724849	chr2	215453707	215463871	102724849
LINC02113	chr5	99549432	99577957	102724855
TBC1D3I	chr17	37978155	37989048	102724862
LOC102724874	chr8	77399072	77537290	102724874
LINC02293	chr14	26809417	26836458	102724890
LINC01899	chr18	71732615	71782281	102724913
LOC102724919	chr1	186435161	186470291	102724919
LOC102724927	chr16	3947609	3950444	102724927
LINC02412	chr12	93174366	93181832	102724933
LINC01032	chr1	192937300	192948257	102724954
LOC102724957	chr11	15643885	15705368	102724957
LOC102724958	chr19	28968468	28970874	102724958
LINC01878	chr2	212795331	212819264	102725079
LOC102725254	chr19	18204730	18220480	102725254
LINC01232	chr13	99486962	99499306	102725509
ELDR	chr7	55235965	55255635	102725541
STUB1	chr16	680224	682799	10273
STAG1	chr3	136336233	136752403	10274
NET1	chr10	5412551	5458463	10276
UBE4B	chr1	10032832	10181239	10277
EFS	chr14	23356402	23365752	10278
PRSS16	chr6	27247701	27256624	10279
SIGMAR1	chr9	34634722	34637809	10280
HAGLROS	chr2	176177717	176179008	102800310
MIR7515HG	chr2	6615389	6650535	102800314
LINC01246	chr2	6615590	6650247	102800315
LINC01222	chr1	199006040	199021037	102800316
TPTEP2-CSNK1E	chr22	38291367	38398522	102800317
LINC01230	chr9	1045625	1048641	102800446
LINC01828	chr2	67086446	67311439	102800447
DSCR4	chr21	37951425	38121360	10281
BET1	chr7	93962762	94004382	10282
CWC27	chr5	64768930	65018763	10283
SAP18	chr13	21140514	21149084	10284
SMNDC1	chr10	110290730	110304951	10285
BCAS2	chr1	114567557	114581639	10286
RGS19	chr20	64073181	64079988	10287
EIF1B	chr3	40309684	40312424	10289
CDKN2A	chr9	21967753	21995301	1029
SPEG	chr2	219434846	219493632	10290
SF3A1	chr22	30331988	30356947	10291
TRAIP	chr3	49828599	49856574	10293
DNAJA2	chr16	46955362	46973788	10294
BCKDK	chr16	31106107	31112791	10295
MAEA	chr4	1289851	1340147	10296
APC2	chr19	1446302	1473244	10297
PAK4	chr19	39125770	39182816	10298
MARCH6	chr5	10353703	10440388	10299
ADAR	chr1	154582062	154627999	103
CDKN2B	chr9	22002903	22009363	1030
KATNB1	chr16	57735730	57757250	10300
DLEU1	chr13	50082171	50723236	10301
SNAPC5	chr15	66488658	66497813	10302
CASC21	chr8	127339274	127392631	103021164
CASC19	chr8	127185635	127203222	103021165
ABALON	chr20	31721507	31723409	103021294
SLC26A9-AS1	chr1	205935128	205935768	103021296
APBB3	chr5	140558268	140592123	10307
ZNF267	chr16	31873758	31917357	10308
CCNO	chr5	55231152	55233680	10309
SNHG22	chr18	49814023	49851059	103091864
BRWD1-AS2	chr21	39313935	39314962	103091865
LINC01145	chr1	145164099	145216058	103091866
CDKN2C	chr1	50960745	50974633	1031
LINC01276	chr6	41502444	41519852	103106903
VPS26C	chr21	37223420	37267919	10311
TCIRG1	chr11	68039016	68050895	10312
RTN3	chr11	63681446	63759891	10313
LANCL1	chr2	210431249	210477652	10314
PAUPAR	chr11	31826347	31829311	103157000
NMUR1	chr2	231523160	231530495	10316
PCAT2	chr8	127072694	127082221	103164619
B3GALT5	chr21	39556442	39673137	10317
LOC103171574	chr15	84422618	84425882	103171574
TNIP1	chr5	151029945	151093577	10318
LAMC3	chr9	131009082	131094473	10319
LINC02333	chr13	52334295	52341896	103191607
CDKN2D	chr19	10566462	10569059	1032
IKZF1	chr7	50304124	50405101	10320
CRISP3	chr6	49727384	49744437	10321
SMYD5	chr2	73214222	73227237	10322
KLHL41	chr2	169509702	169526262	10324
RRAGB	chrX	55717739	55758774	10325
SIRPB1	chr20	1540144	1620061	10326
AKR1A1	chr1	45550543	45570049	10327
EMC8	chr16	85771758	85799608	10328
RXYLT1	chr12	63779803	63809558	10329
CDKN3	chr14	54396849	54420218	1033
CNPY2	chr12	56285916	56316336	10330
B3GNT3	chr19	17794828	17813082	10331
LOC103312105	chr11	38618264	38646356	103312105
CLEC4M	chr19	7763149	7769605	10332
TLR6	chr4	38823715	38856817	10333
LINCR-0002	chr3	191557324	191590356	103344926
BGLT3	chr11	5244554	5245547	103344929
LINC01391	chr3	138935189	138944020	103344930
LOC103344931	chr10	112823490	112827726	103344931
PGM5P4-AS1	chr2	113528647	113542665	103344932
MRVI1	chr11	10573091	10693988	10335
LINC01410	chr9	62801461	62813486	103352539
LINC01419	chr8	83403758	83408900	103352670
PCGF3	chr4	705748	770640	10336
TFG	chr3	100709331	100748966	10342
PKDREJ	chr22	46255663	46263355	10343
CCL26	chr7	75769533	75789896	10344
TRDN	chr6	123216339	123637093	10345
TRIM22	chr11	5689689	5737089	10346
ABCA7	chr19	1040101	1065572	10347
ABCA10	chr17	69147214	69244846	10349
ABCA9	chr17	68974488	69061064	10350
MIR548BB	chr3	60617805	60617870	103504735
MIR8485	chr2	50696172	50696262	103504737
ABCA8	chr17	68867292	68955392	10351
WARS2	chr1	119031216	119140671	10352
CASC23	chr11	8011278	8016489	103581031
CDO1	chr5	115804733	115816954	1036
NPM3	chr10	101781325	101783413	10360
NPM2	chr8	22024125	22036897	10361
LOC103611081	chr11	130866254	130870247	103611081
TGFB2-OT1	chr1	218442626	218443996	103611157
HMG20B	chr19	3572777	3579088	10362
LLPH-DT	chr12	66130751	66134449	103625681
LINC00456	chr13	97172469	97179622	103625683
HMG20A	chr15	77420412	77485607	10363
KLF2	chr19	16324817	16327874	10365
MICU1	chr10	72367327	72626191	10367
CACNG3	chr16	24255553	24362801	10368
LINC01046	chr13	21234568	21235204	103689843
LINC01288	chr8	34784052	34864798	103689844
LINC01050	chr13	42810366	42812562	103689845
ADAMTS19-AS1	chr5	129459559	129460689	103689846
CATIP-AS2	chr2	218326889	218357966	103689911
TBX2-AS1	chr17	61393456	61411555	103689912
LINC00383	chr13	69222346	69322101	103689913
DLEU1-AS1	chr13	50520933	50527449	103689915
LINC01337	chr5	80608623	80622524	103689917
LINC01378	chr4	117406166	117691188	103689918
CACNG2	chr22	36563921	36703558	10369
FOXG1-AS1	chr14	28729083	28765277	103695363
PKNOX2-AS1	chr11	125158461	125164609	103695364
LINC01435	chr10	107694973	108197849	103695365
LINC01048	chr13	37481467	37484769	103695431
LINC01167	chr10	132961340	132962237	103695432
LINC01322	chr3	165206960	165581028	103695433
LINC01396	chr4	4844437	4850827	103695434
BBOX1-AS1	chr11	27047186	27220113	103695435
LINC01269	chr14	70698698	70712153	103695436
CITED2	chr6	139371807	139374620	10370
SEMA3A	chr7	83955777	84195445	10371
LINC00377	chr13	81043670	81044442	103724386
LINC01058	chr13	30419519	30422237	103724387
LINC01068	chr13	79566727	79571436	103724388
LINC01170	chr5	124059794	124405079	103724389
LINC01287	chr7	153399920	153413936	103724390
MYCNUT	chr2	15920399	15936017	103752554
SPATA17-AS1	chr1	217781198	217785120	103752555
LINC01055	chr13	45680184	45701184	103752581
LINC01075	chr13	62212577	62249947	103752583
CCND2-AS1	chr12	4248765	4276184	103752584
RORB-AS1	chr9	74485551	74499127	103752585
BIRC6-AS2	chr2	32557520	32574818	103752586
FOXC2-AS1	chr16	86565145	86567761	103752587
PACERR	chr1	186680622	186681446	103752588
TMEM92-AS1	chr17	50281577	50287855	103752589
TUBA1B	chr12	49127782	49131397	10376
IRF9	chr14	24161053	24166565	10379
CDR1	chrX	140782405	140784871	1038
BPNT1	chr1	220057482	220090462	10380
TUBB3	chr16	89919165	89938761	10381
TUBB4A	chr19	6494319	6502848	10382
TUBB4B	chr9	137241213	137243707	10383
BTN3A3	chr6	26440472	26453415	10384
BTN2A2	chr6	26383096	26394874	10385
SYCP2	chr20	59863563	59933655	10388
SCML2	chrX	18239314	18354727	10389
CDR2	chr16	22345936	22431596	1039
CEPT1	chr1	111139627	111185102	10390
CORO2B	chr15	68578969	68727806	10391
MYL12B	chr18	3261909	3278284	103910
NOD1	chr7	30424527	30478784	10392
ANAPC10	chr4	144967112	145098541	10393
PRG3	chr11	57376769	57381150	10394
DLC1	chr8	13083361	13604606	10395
ATP8A1	chr4	42408373	42657105	10396
NDRG1	chr8	133237171	133302022	10397
MYL9	chr20	36541484	36551447	10398
RACK1	chr5	181236909	181248096	10399
ADARB1	chr21	45073853	45226560	104
CDS1	chr4	84582979	84651338	1040
PEMT	chr17	17505563	17591708	10400
PIAS3	chr1	145848522	145859836	10401
ST3GAL6	chr3	98732236	98820997	10402
NDC80	chr18	2571511	2616635	10403
CPQ	chr8	96645227	97149654	10404
WFDC2	chr20	45469706	45481532	10406
MYCNOS	chr2	15921037	15942249	10408
BASP1	chr5	17065598	17276843	10409
IFITM3	chr11	319669	327537	10410
RAPGEF3	chr12	47734367	47771040	10411
NSA2	chr5	74766991	74780113	10412
YAP1	chr11	102110461	102233423	10413
RXYLT1-AS1	chr12	63808845	63822156	104169670
LINC01036	chr1	187092842	187360323	104169671
SPON2	chr4	1166932	1208962	10417
SPON1	chr11	13962689	14267884	10418
PRMT5	chr14	22920511	22929585	10419
TESK2	chr1	45343883	45491166	10420
CD2BP2	chr16	30350766	30355361	10421
UBAC1	chr9	135932969	135961380	10422
CDIPT	chr16	29858357	29863736	10423
PGRMC2	chr4	128269237	128288829	10424
ARIH2	chr3	48918821	48986382	10425
LINC01151	chr8	122670385	122694106	104266958
LINC01195	chr16	9446010	9455505	104266959
LINC01201	chrX	130981590	131058146	104266960
LINC01221	chr1	199016133	199076735	104266961
LINC01264	chr10	42979017	42981507	104266963
SEC24B	chr4	109433772	109540896	10427
CFDP1	chr16	75293698	75464552	10428
CD52	chr1	26317957	26320523	1043
TMEM147	chr19	35545595	35547526	10430
LINC01327	chr3	167392796	167408519	104310350
LINC01331	chr5	74369376	74536976	104310351
LINC01399	chr22	35119824	35231056	104310353
RBM14	chr11	66616582	66627347	10432
MAFA-AS1	chr8	143417679	143419150	104326051
NRIR	chr2	6828514	6840464	104326052
LINC00363	chr13	93056657	93057926	104326053
LINC00399	chr13	109400696	109401641	104326054
APOA1-AS	chr11	116836117	116855729	104326055
GACAT1	chr2	107754112	107822129	104326057
SMAD1-AS1	chr4	145514615	145517118	104326058
LINC01202	chr5	161910252	162001196	104326188
LMO7DN-IT1	chr13	75876886	75881127	104326189
LINC01309	chr13	103425200	103427685	104326190
LINC01336	chr5	75047719	75052843	104326191
DLX2-DT	chr2	172103006	172109982	104326193
LYPLA1	chr8	54046367	54102017	10434
CDC42EP2	chr11	65314818	65322429	10435
LINC00431	chr13	110983307	110990564	104355135
LINC01033	chr5	54320944	54415125	104355136
LINC01072	chr13	20102701	20103230	104355137
LINC01162	chr7	20835431	21023148	104355138
LINC01397	chr1	110082688	110109719	104355139
LINC00375	chr13	85065087	85078920	104355140
LINC01143	chr2	70887871	70889959	104355141
TXNDC12-AS1	chr1	52050918	52052683	104355143
NCOA7-AS1	chr6	125797856	125818858	104355145
LINC00396	chr13	110053285	110054952	104355146
LINC00428	chr13	42842414	42842887	104355147
LINC01039	chr13	99577112	99580368	104355149
LINC01054	chr13	114329559	114333948	104355150
LINC01090	chr2	187712816	188384313	104355152
LINC01177	chr16	9441294	9444985	104355218
LHX5-AS1	chr12	113472003	113480624	104355219
LINC01219	chr11	1991096	1993469	104355220
LINC01256	chr4	132591089	132678503	104355285
LINC01307	chr1	101323337	101390303	104355286
LINC01317	chr2	33706886	34297753	104355287
LINC01320	chr2	34677555	34738231	104355288
LINC01324	chr3	164714095	164831480	104355289
MIR217HG	chr2	55963191	56047326	104355290
LINC01392	chr7	115061537	115231355	104355291
LINC01525	chr1	117295520	117321336	104355292
LINC00376	chr13	63183101	63328094	104355293
LINC01386	chr5	73454187	73472896	104355294
SGMS1-AS1	chr10	50624951	50641451	104355295
SCEL-AS1	chr13	77599755	77606551	104355296
ABCA9-AS1	chr17	68944531	69034926	104355297
EMG1	chr12	6970893	6997428	10436
IFI30	chr19	18173162	18178117	10437
C1D	chr2	68041130	68110948	10438
TET2-AS1	chr4	105171354	105178063	104384744
OLFM1	chr9	135075243	135121179	10439
CDX1	chr5	150166795	150184558	1044
TIMM17A	chr1	201955491	201970661	10440
ZBTB20-AS3	chr3	114873114	114876514	104413890
F10-AS1	chr13	113128155	113128880	104413892
N4BP2L2	chr13	32432417	32538885	10443
ZER1	chr9	128729786	128772414	10444
MCRS1	chr12	49556544	49568153	10445
LRRN2	chr1	204617170	204685733	10446
FAM3C	chr7	121348851	121396364	10447
STX18-IT1	chr4	4476121	4481700	104472519
PCAT29	chr15	69592129	69695750	104472713
DISC1-IT1	chr1	231925834	231945233	104472714
WARS2-IT1	chr1	119047405	119064785	104472716
LINC01224	chr19	23399233	23416075	104472717
LINC00508	chr12	127940595	127950160	104472718
ACAA2	chr18	49782167	49813960	10449
CDX2	chr13	27962137	27971139	1045
PPIE	chr1	39692182	39763914	10450
FOXP1-AS1	chr3	71289769	71305853	104502416
MGAT3-AS1	chr22	39475807	39476822	104502417
VAV3	chr1	107571160	107965144	10451
TOMM40	chr19	44890569	44903689	10452
TAB1	chr22	39399741	39436823	10454
SALRNA3	chr15	70615547	70616567	104548972
SALRNA2	chr15	70635249	70637314	104548973
ECI2	chr6	4115689	4135597	10455
HAX1	chr1	154272511	154275875	10456
GPNMB	chr7	23235967	23275108	10457
BAIAP2	chr17	81035122	81117432	10458
MAD2L2	chr1	11674480	11691650	10459
CDX4	chrX	73447254	73455245	1046
TACC3	chr4	1721490	1745176	10460
MERTK	chr2	111898479	112029561	10461
LOC104613533	chr15	92470233	92471546	104613533
CLEC10A	chr17	7074537	7080307	10462
SLC30A9	chr4	41990472	42090457	10463
PIBF1	chr13	72782059	73016461	10464
PPIH	chr1	42658425	42676758	10465
COG5	chr7	107201555	107564514	10466
ZNHIT1	chr7	101217668	101224190	10467
FST	chr5	53480409	53487134	10468
TIMM44	chr19	7926721	7943920	10469
CLGN	chr4	140388455	140427968	1047
ZBTB18	chr1	244048939	244057476	10472
HMGN4	chr6	26538405	26546254	10473
TADA3	chr3	9779860	9793011	10474
TRIM38	chr6	25962802	25991226	10475
ATP5PD	chr17	75038863	75046985	10476
UBE2E3	chr2	180967248	181076478	10477
SLC25A17	chr22	40769630	40819399	10478
SLC9A6	chrX	135985424	136047269	10479
LINC01402	chrX	120117642	120119700	104797536
GACAT3	chr2	16050427	16085801	104797537
KCNMB2-AS1	chr3	178526505	178860405	104797538
GS1-594A7.3	chrX	15602881	15621484	104798195
CEACAM5	chr19	41708585	41761282	1048
EIF3M	chr11	32583798	32606262	10480
HOXB13	chr17	48724763	48729178	10481
NXF1	chr11	62792123	62806302	10482
SEC23B	chr20	18507493	18561415	10483
SEC23A	chr14	39031919	39109646	10484
C1orf61	chr1	156404250	156430701	10485
CAP2	chr6	17393216	17557792	10486
CAP1	chr1	40040233	40072649	10487
CREB3	chr9	35732320	35737007	10488
LRRC41	chr1	46261196	46303608	10489
VTI1B	chr14	67647075	67674831	10490
CRTAP	chr3	33113979	33147773	10491
SYNCRIP	chr6	85607785	85643792	10492
VAT1	chr17	43014605	43025123	10493
STK25	chr2	241492674	241509730	10494
ENOX2	chrX	130623369	130903317	10495
LOC104968399	chr18	3255436	3261850	104968399
UNC13B	chr9	35161992	35405338	10497
CARM1	chr19	10871513	10923070	10498
NCOA2	chr8	70109762	70403805	10499
ADARB2	chr10	1177318	1737476	105
CEBPA	chr19	33299934	33302564	1050
SEMA6C	chr1	151131685	151146664	10500
SEMA6B	chr19	4542593	4559808	10501
SEMA4F	chr2	74654228	74683853	10505
SEMA4D	chr9	89360787	89498130	10507
SEMA4B	chr15	90160604	90229679	10509
CEBPB	chr20	50190734	50192689	1051
SEMA3C	chr7	80742538	80922359	10512
APPBP2	chr17	60443149	60526219	10513
MYBBP1A	chr17	4538897	4555631	10514
FBLN5	chr14	91869412	91947987	10516
FBXW10	chr17	18744024	18779349	10517
CIB2	chr15	78104606	78131544	10518
CIB1	chr15	90229975	90234047	10519
CEBPD	chr8	47736909	47739086	1052
ZNF211	chr19	57630395	57642779	10520
DDX17	chr22	38483440	38507660	10521
BISPR	chr19	17405694	17420130	105221694
CHERP	chr19	16517889	16542530	10523
KAT5	chr11	65711996	65719604	10524
HYOU1	chr11	119044189	119057202	10525
IPO8	chr12	30628988	30695986	10526
IPO7	chr11	9384622	9448126	10527
LOC105274304	chr17	76671942	76673658	105274304
NOP56	chr20	2652145	2658393	10528
NEBL	chr10	20779973	21174187	10529
CEBPE	chr14	23117304	23119616	1053
PITRM1	chr10	3137728	3172841	10531
ATG7	chr3	11272309	11557665	10533
SSSCA1	chr11	65570430	65572892	10534
RNASEH2A	chr19	12806580	12813638	10535
P3H3	chr12	6828410	6839851	10536
PKD1P6-NPIPP1	chr16	15104723	15131601	105369154
LOC105369187	chr12	65499887	65558689	105369187
LOC105369192	chr4	88284942	88331421	105369192
LOC105369332	chr11	62832234	62834043	105369332
LOC105369340	chr11	64245964	64248217	105369340
MIR194-2HG	chr11	64889560	64893449	105369343
LOC105369423	chr11	87718354	87719411	105369423
LOC105369431	chr11	92914272	92915604	105369431
LOC105369438	chr11	94545330	94740355	105369438
LOC105369443	chr11	96508425	96514748	105369443
LOC105369473	chr11	106112459	106132116	105369473
LOC105369486	chr11	110355130	110406400	105369486
LOC105369507	chr11	115396756	115397658	105369507
LOC105369509	chr11	115333577	115340262	105369509
STT3A-AS1	chr11	125570284	125592568	105369550
LOC105369595	chr12	585865	586486	105369595
LOC105369632	chr12	6875764	6889358	105369632
MIR200CHG	chr12	6963246	6964447	105369635
LOC105369691	chr12	22609228	22625015	105369691
LINC02422	chr12	31877079	31887203	105369723
LINC02451	chr12	42646583	42686701	105369738
LINC02450	chr12	42692216	42717119	105369739
LINC02403	chr12	58087892	58093362	105369785
LINC02424	chr12	78326680	78359746	105369860
LINC02399	chr12	89947693	89949726	105369891
LINC02392	chr12	90280894	90300340	105369893
LOC105369911	chr12	93894965	93943603	105369911
LINC02410	chr12	95803097	95823307	105369920
LOC105369921	chr12	95795345	95858839	105369921
KCCAT198	chr12	105304867	105327017	105369954
LOC105369980	chr12	110951683	110957812	105369980
LINC02423	chr12	118758754	118761679	105370014
LINC02439	chr12	118818804	118833536	105370016
LOC105370024	chr12	119174065	119176484	105370024
LINC02441	chr12	128023788	128027166	105370070
LINC00390	chr13	44106378	44137236	105370183
LINC01052	chr13	65866174	65878219	105370242
LOC105370306	chr13	88142867	88236082	105370306
LINC01040	chr13	89477608	89500509	105370308
LOC105370333	chr13	100086031	100088848	105370333
LINC02282	chr14	28783491	28785787	105370424
LOC105370473	chr14	44507407	44538513	105370473
LOC105370489	chr14	50821880	50823501	105370489
LINC01629	chr14	76959638	76965802	105370578
LOC105370586	chr14	79199982	79201632	105370586
LINC02329	chr14	85387275	85388765	105370605
LOC105370622	chr14	90697333	90699374	105370622
PCSK6-AS1	chr15	101334437	101337428	105371027
LOC105371038	chr16	648473	649200	105371038
LOC105371046	chr16	1580527	1610328	105371046
LOC105371049	chr16	2091436	2095433	105371049
LOC105371083	chr16	11341809	11345211	105371083
LOC105371335	chr16	71513863	71517849	105371335
LOC105371433	chr1	150159405	150164720	105371433
SMCR2	chr17	17674026	17677688	105371564
LINC02001	chr17	35568120	35574792	105371743
THRA1/BTR	chr17	48294335	48307829	105371807
LOC105372028	chr18	24725781	24929076	105372028
LOC105372038	chr18	27336379	27595164	105372038
LOC105372068	chr18	37273706	37276572	105372068
LOC105372069	chr18	36901946	36923814	105372069
TCF4-AS1	chr18	55452533	55482940	105372127
LOC105372273	chr19	11203628	11216168	105372273
LINC01841	chr19	14305458	14370196	105372288
LOC105372397	chr19	38596346	38601694	105372397
GEMIN7-AS1	chr19	45076510	45090391	105372419
LOC105372440	chr19	50776141	50786210	105372440
LOC105372441	chr19	50830530	50851089	105372441
LOC105372582	chr20	25751218	25752761	105372582
LINC01728	chr20	43894720	43895468	105372626
LOC105372672	chr20	53608354	53634590	105372672
LINC01696	chr1	209325456	209328532	105372897
LINC01640	chr22	33108529	33116294	105373006
LOC105373021	chr22	36703918	36721472	105373021
LOC105373051	chr22	43212674	43213661	105373051
LOC105373100	chr22	50735825	50738139	105373100
LINC01456	chrX	17970197	18104644	105373144
LOC105373383	chrX	153599340	153599893	105373383
LINC01614	chr2	215718043	215719424	105373869
DIRC3-AS1	chr2	217282739	217336120	105373877
LOC105374205	chr3	169447867	169477052	105374205
LINC01995	chr3	182498264	182507124	105374244
LOC105374344	chr4	1113639	1132977	105374344
LINC02482	chr4	6670725	6673830	105374366
LOC105374428	chr4	42281830	42391268	105374428
LOC105374546	chr4	26859806	26860599	105374546
LINC01867	chr2	52373118	52390012	105374596
LINC02121	chr5	5069192	5078311	105374631
LINC02103	chr5	28286389	28287665	105374698
LINC02110	chr5	37948491	37951055	105374729
LOC105374952	chr6	17706257	17707344	105374952
LOC105375166	chr7	15667947	15681980	105375166
LINC00972	chr7	85421122	85489293	105375380
LOC105375401	chr7	93890913	93893601	105375401
LINC02476	chr7	119704556	119907375	105375475
LOC105375483	chr7	123994622	124027659	105375483
LOC105375545	chr7	143255264	143287380	105375545
LOC105375556	chr7	147671711	147673143	105375556
LINC01022	chr7	158590629	158591120	105375616
MIR3150BHG	chr8	95066808	95073182	105375650
SMILR	chr8	122414332	122428551	105375734
LOC105375744	chr8	124996985	124998198	105375744
LOC105375787	chr8	141254565	141256817	105375787
LOC105375843	chr8	55517240	55520977	105375843
LOC105375972	chr9	9799423	9803784	105375972
FAM242F	chr9	41657708	41699072	105376064
LOC105376365	chr10	3833950	3834728	105376365
LOC105376382	chr10	5594991	5596118	105376382
LOC105376468	chr10	28433008	28495813	105376468
LOC105376480	chr10	30723251	30723740	105376480
LINC02547	chr11	12030875	12061785	105376554
LOC105376599	chr11	26285711	26288007	105376599
LOC105376633	chr11	37938601	37954663	105376633
LOC105376671	chr11	27471729	27482433	105376671
EXOSC10-AS1	chr1	11099675	11102100	105376736
LOC105376805	chr1	16888538	16889649	105376805
SNHG25	chr17	64145970	64146476	105376843
GRM7-AS2	chr3	6892632	6894022	105376946
FAM3D-AS1	chr3	58607080	58634440	105377108
LOC105377245	chr4	58987182	58988160	105377245
LINC02429	chr4	58984282	59046959	105377247
LOC105377348	chr4	102828055	102844075	105377348
LOC105377448	chr4	138819954	139012646	105377448
LOC105377480	chr4	148940941	148942378	105377480
LINC02365	chr4	184584093	184625030	105377586
LOC105377590	chr4	185471516	185472263	105377590
LINC02494	chr4	58524515	58536328	105377671
LINC01932	chr5	159227715	159245127	105377682
LOC105377763	chr5	179657762	179664432	105377763
LINC01611	chr6	84421028	84556152	105377880
LOC105377924	chr6	106451496	106457248	105377924
LINC02534	chr6	115633542	115634191	105377962
LOC105378047	chr6	149027700	149032573	105378047
LOC105378137	chr6	168225279	168226517	105378137
LOC105378311	chr10	54486230	54656051	105378311
LOC105378349	chr10	70939053	70955641	105378349
LOC105378367	chr10	75742740	75743755	105378367
LOC105378385	chr10	79628757	79632188	105378385
LOC105378397	chr10	83672406	83675439	105378397
LOC105378470	chr10	106140264	106188722	105378470
LOC105378663	chr1	38860000	38919396	105378663
LINC01771	chr1	53328233	53336509	105378732
LINC02609	chr1	90782983	90851657	105378853
LOC105378933	chr1	119000344	119001405	105378933
LOC105379030	chr5	73132008	73150592	105379030
LOC105379143	chr5	119006347	119070890	105379143
